### DATA:
#
# 2167
#      Q             I(Q)           Error     
4.56675420E-01  3.57653406E-01  1.34796531E-02
4.57115754E-01  3.63172569E-01  1.37786928E-02
4.57556083E-01  3.54734544E-01  1.35933542E-02
4.57996407E-01  3.55746922E-01  1.37279534E-02
4.58436726E-01  3.30002457E-01  1.25150284E-02
4.58877039E-01  3.59353983E-01  1.37033514E-02
4.59317348E-01  3.37020477E-01  1.36754686E-02
4.59757652E-01  3.36395742E-01  1.31982746E-02
4.60197950E-01  3.15985268E-01  1.29968045E-02
4.60638243E-01  3.26000674E-01  1.32510690E-02
4.61078532E-01  3.37653618E-01  1.27729751E-02
4.61518815E-01  3.22588849E-01  1.29209890E-02
4.61959093E-01  3.17750413E-01  1.28990329E-02
4.62399366E-01  3.14311239E-01  1.26544482E-02
4.62839634E-01  3.10267082E-01  1.22705788E-02
4.63279896E-01  2.98121495E-01  1.19132901E-02
4.63720154E-01  3.13344016E-01  1.26767913E-02
4.64160406E-01  3.07477253E-01  1.21370150E-02
4.64600654E-01  3.04062615E-01  1.20445235E-02
4.65040896E-01  2.91383675E-01  1.18285312E-02
4.65481133E-01  2.98679974E-01  1.18017685E-02
4.65921364E-01  2.73748239E-01  1.10590661E-02
4.66361591E-01  2.97293864E-01  1.16275055E-02
4.66801813E-01  2.93661740E-01  1.18605644E-02
4.67242029E-01  3.03606342E-01  1.23740182E-02
4.67682240E-01  2.91794207E-01  1.20306711E-02
4.68122446E-01  2.87320169E-01  1.13925123E-02
4.68562647E-01  2.79744152E-01  1.10438763E-02
4.69002843E-01  2.91720964E-01  1.14432184E-02
4.69443033E-01  2.69402788E-01  1.11900303E-02
4.69883218E-01  2.67911793E-01  1.09225704E-02
4.70323398E-01  2.62050317E-01  1.11451408E-02
4.70763573E-01  2.63673513E-01  1.08863214E-02
4.71203743E-01  2.43910672E-01  1.03263454E-02
4.71643907E-01  2.83844496E-01  1.13055311E-02
4.72084066E-01  2.52220739E-01  1.06100161E-02
4.72524220E-01  2.45119002E-01  1.07791897E-02
4.72964369E-01  2.60627650E-01  1.12309689E-02
4.73404512E-01  2.47369723E-01  1.05269936E-02
4.73844650E-01  2.53497180E-01  1.04030265E-02
4.74284783E-01  2.49477309E-01  1.06773611E-02
4.74724911E-01  2.51784871E-01  1.06893577E-02
4.75165034E-01  2.44905301E-01  1.07114618E-02
4.75605151E-01  2.42902403E-01  1.03072742E-02
4.76045263E-01  2.38430560E-01  1.00643864E-02
4.76485370E-01  2.42480904E-01  1.01951031E-02
4.76925471E-01  2.37188901E-01  1.03007016E-02
4.77365567E-01  2.46140741E-01  1.01952838E-02
4.77805658E-01  2.22747925E-01  9.72074258E-03
4.78245743E-01  2.33889608E-01  1.00614348E-02
4.78685824E-01  2.09697857E-01  9.37587926E-03
4.79125899E-01  2.30772184E-01  9.67615319E-03
4.79565968E-01  2.26860416E-01  9.56654175E-03
4.80006033E-01  2.21908058E-01  9.69953826E-03
4.80446092E-01  2.29411408E-01  1.00017355E-02
4.80886145E-01  2.13568192E-01  9.54350245E-03
4.81326194E-01  2.25077291E-01  9.65733924E-03
4.81766237E-01  2.10635371E-01  9.51813510E-03
4.82206275E-01  2.24841842E-01  9.56611899E-03
4.82646307E-01  2.12477317E-01  9.59168088E-03
4.83086334E-01  2.01998465E-01  8.75652447E-03
4.83526356E-01  2.09223024E-01  9.15591642E-03
4.83966372E-01  1.94902949E-01  9.11660958E-03
4.84406383E-01  1.94757830E-01  8.89369826E-03
4.84846389E-01  2.03516915E-01  9.06044016E-03
4.85286389E-01  1.89591775E-01  8.85969620E-03
4.85726384E-01  1.85900422E-01  8.66606538E-03
4.86166374E-01  1.98892731E-01  9.27555777E-03
4.86606358E-01  2.00021105E-01  9.02522048E-03
4.87046337E-01  1.90040437E-01  8.63330467E-03
4.87486310E-01  1.73026850E-01  8.19656553E-03
4.87926278E-01  1.96879935E-01  8.98809761E-03
4.88366241E-01  1.82795558E-01  8.61156080E-03
4.88806198E-01  1.90173234E-01  8.73967338E-03
4.89246150E-01  1.77677545E-01  8.39336898E-03
4.89686096E-01  1.99385992E-01  8.84909096E-03
4.90126037E-01  1.63709552E-01  7.99580441E-03
4.90565972E-01  1.70342644E-01  8.20960510E-03
4.91005902E-01  1.77124848E-01  8.19657594E-03
4.91445827E-01  1.70860115E-01  8.44373887E-03
4.91885746E-01  1.63107424E-01  8.01722725E-03
4.92325660E-01  1.66319717E-01  8.00632879E-03
4.92765569E-01  1.67382857E-01  7.96381956E-03
4.93205471E-01  1.69599877E-01  8.12533551E-03
4.93645369E-01  1.62302134E-01  8.08431743E-03
4.94085261E-01  1.66919972E-01  8.05392031E-03
4.94525147E-01  1.71819524E-01  8.05877951E-03
4.94965028E-01  1.68586459E-01  7.96834725E-03
4.95404904E-01  1.59451248E-01  7.54369698E-03
4.95844774E-01  1.63399739E-01  7.74236027E-03
4.96284639E-01  1.60807851E-01  7.80490225E-03
4.96724498E-01  1.58799409E-01  7.81507792E-03
4.97164352E-01  1.68954644E-01  7.97563956E-03
4.97604200E-01  1.53884383E-01  7.68564035E-03
4.98044042E-01  1.53965011E-01  7.71659875E-03
4.98483879E-01  1.63828833E-01  8.00668129E-03
4.98923711E-01  1.51641274E-01  7.68431895E-03
4.99363537E-01  1.42632188E-01  7.34242331E-03
4.99803358E-01  1.50485653E-01  7.53204626E-03
5.00243173E-01  1.33043936E-01  6.95921400E-03
5.00682982E-01  1.42034317E-01  7.26129519E-03
5.01122786E-01  1.42498601E-01  7.31427683E-03
5.01562585E-01  1.25981888E-01  7.09698556E-03
5.02002378E-01  1.43979232E-01  7.44482811E-03
5.02442165E-01  1.42676094E-01  7.26914006E-03
5.02881947E-01  1.36770976E-01  7.61415555E-03
5.03321723E-01  1.38770563E-01  7.15440170E-03
5.03761494E-01  1.29250646E-01  6.93736000E-03
5.04201259E-01  1.39076214E-01  7.06022007E-03
5.04641018E-01  1.45669562E-01  7.47677007E-03
5.05080772E-01  1.35033692E-01  7.17181450E-03
5.05520521E-01  1.33199583E-01  7.04213383E-03
5.05960263E-01  1.23928784E-01  6.90005928E-03
5.06400000E-01  1.40231429E-01  7.05323220E-03
5.06839732E-01  1.17183395E-01  6.65474892E-03
5.07279458E-01  1.31139145E-01  6.90173782E-03
5.07719178E-01  1.25704171E-01  6.74147652E-03
5.08158893E-01  1.21128276E-01  6.68426445E-03
5.08598602E-01  1.34037782E-01  7.09043943E-03
5.09038306E-01  1.21772083E-01  6.75111228E-03
5.09478004E-01  1.20363157E-01  6.73278743E-03
5.09917696E-01  1.24284837E-01  6.61521497E-03
5.10357383E-01  1.18149198E-01  6.68773875E-03
5.10797064E-01  1.25985683E-01  6.76689995E-03
5.11236739E-01  1.21382029E-01  6.51059835E-03
5.11676409E-01  1.14022490E-01  6.52169067E-03
5.12116073E-01  1.16406818E-01  6.47374311E-03
5.12555731E-01  1.14364933E-01  6.42964861E-03
5.12995384E-01  1.18648172E-01  6.47799396E-03
5.13435031E-01  1.22572713E-01  6.59537968E-03
5.13874672E-01  1.03186118E-01  5.97651429E-03
5.14314308E-01  1.06032572E-01  6.06398608E-03
5.14753938E-01  9.32861332E-02  5.77492166E-03
5.15193562E-01  1.18595323E-01  6.45140506E-03
5.15633181E-01  1.05817380E-01  6.09278354E-03
5.16072794E-01  1.01929513E-01  5.94059342E-03
5.16512401E-01  1.08099312E-01  6.18725108E-03
5.16952002E-01  1.03318262E-01  6.01151206E-03
5.17391598E-01  1.19629169E-01  6.46181833E-03
5.17831188E-01  9.35553405E-02  5.91578269E-03
5.18270773E-01  1.12329414E-01  6.21899417E-03
5.18710351E-01  9.90346239E-02  6.01314957E-03
5.19149924E-01  1.14157430E-01  6.30375788E-03
5.19589491E-01  9.63547379E-02  5.85922832E-03
5.20029053E-01  1.01967856E-01  6.01901696E-03
5.20468608E-01  1.01896969E-01  6.00360268E-03
5.20908158E-01  1.01246872E-01  6.06472358E-03
5.21347703E-01  9.15695677E-02  5.73340049E-03
5.21787241E-01  1.07001675E-01  6.18094704E-03
5.22226774E-01  1.01320056E-01  5.94558439E-03
5.22666300E-01  9.21395066E-02  5.65397161E-03
5.23105822E-01  1.00108438E-01  5.99512101E-03
5.23545337E-01  1.01743220E-01  6.02948926E-03
5.23984846E-01  1.02845114E-01  5.91422381E-03
5.24424350E-01  8.86060558E-02  5.45637394E-03
5.24863848E-01  8.63978923E-02  5.57342828E-03
5.25303340E-01  9.47183150E-02  5.69326207E-03
5.25742827E-01  9.73020918E-02  5.80959613E-03
5.26182307E-01  8.97304857E-02  5.65046086E-03
5.26621782E-01  9.12500769E-02  5.69891600E-03
5.27061251E-01  9.30112405E-02  5.84185646E-03
5.27500714E-01  8.68929236E-02  5.43377531E-03
5.27940171E-01  8.77951701E-02  5.46152128E-03
5.28379623E-01  8.13392317E-02  5.31824748E-03
5.28819069E-01  9.27879304E-02  5.63865269E-03
5.29258508E-01  8.70064368E-02  5.53688885E-03
5.29697942E-01  9.10076951E-02  5.56099107E-03
5.30137370E-01  8.02295294E-02  5.34936110E-03
5.30576793E-01  8.48420768E-02  5.43817524E-03
5.31016209E-01  9.56062220E-02  5.71556320E-03
5.31455620E-01  8.21961510E-02  5.43786485E-03
5.31895024E-01  7.78350409E-02  5.12634897E-03
5.32334423E-01  8.62040320E-02  5.47871726E-03
5.32773816E-01  8.39180579E-02  5.32671413E-03
5.33213203E-01  8.85025637E-02  5.42581982E-03
5.33652584E-01  8.65507489E-02  5.50914260E-03
5.34091959E-01  7.81319016E-02  5.29086781E-03
5.34531329E-01  7.54786114E-02  5.02527971E-03
5.34970692E-01  8.55580030E-02  5.48471242E-03
5.35410050E-01  8.75564435E-02  5.53130855E-03
5.35849401E-01  7.69008346E-02  5.20457455E-03
5.36288747E-01  7.08522986E-02  4.95298383E-03
5.36728087E-01  7.48152420E-02  5.13178122E-03
5.37167421E-01  7.29796946E-02  5.13716679E-03
5.37606749E-01  7.78260861E-02  5.31038369E-03
5.38046071E-01  7.57363738E-02  5.10057886E-03
5.38485387E-01  7.65155869E-02  5.10154467E-03
5.38924697E-01  7.21746918E-02  4.88380987E-03
5.39364001E-01  7.52252165E-02  5.13318122E-03
5.39803299E-01  7.39454847E-02  5.00888290E-03
5.40242591E-01  7.70416701E-02  5.08901364E-03
5.40681878E-01  7.25169779E-02  5.04334944E-03
5.41121158E-01  8.13459593E-02  5.42202464E-03
5.41560432E-01  8.04270312E-02  5.27793519E-03
5.41999701E-01  7.02348356E-02  4.81799387E-03
5.42438963E-01  6.65921448E-02  4.77830677E-03
5.42878220E-01  6.47165990E-02  4.66828442E-03
5.43317470E-01  6.33332811E-02  4.61015172E-03
5.43756714E-01  7.09697425E-02  4.93744046E-03
5.44195953E-01  6.68847176E-02  4.63091394E-03
5.44635185E-01  6.07350310E-02  4.47847025E-03
5.45074412E-01  7.07961919E-02  4.92363705E-03
5.45513632E-01  7.11532516E-02  4.87750491E-03
5.45952847E-01  6.38679270E-02  4.57218565E-03
5.46392055E-01  7.17636625E-02  4.81082811E-03
5.46831257E-01  6.56871574E-02  4.68320660E-03
5.47270453E-01  5.71889840E-02  4.48224630E-03
5.47709644E-01  6.74097677E-02  4.85877485E-03
5.48148828E-01  5.65311519E-02  4.34340273E-03
5.48588006E-01  6.41649884E-02  4.64140665E-03
5.49027178E-01  6.58102966E-02  4.72652035E-03
5.49466344E-01  5.67608603E-02  4.30788492E-03
5.49905504E-01  5.94260488E-02  4.42332552E-03
5.50344658E-01  6.67466117E-02  4.81251791E-03
5.50783806E-01  6.19978718E-02  4.74040038E-03
5.51222948E-01  6.06310575E-02  4.57035996E-03
5.51662084E-01  6.43871061E-02  4.65698109E-03
5.52101213E-01  5.59081680E-02  4.27103958E-03
5.52540337E-01  5.65769906E-02  4.28131370E-03
5.52979454E-01  5.83678305E-02  4.34739624E-03
5.53418565E-01  6.25503946E-02  4.62525908E-03
5.53857671E-01  5.32853196E-02  4.20789641E-03
5.54296770E-01  5.50665733E-02  4.28640304E-03
5.54735863E-01  6.13815715E-02  4.51172877E-03
5.55174950E-01  6.56232228E-02  4.65482979E-03
5.55614030E-01  6.24132886E-02  4.49574681E-03
5.56053105E-01  5.62695249E-02  4.25820777E-03
5.56492174E-01  5.03610477E-02  4.06373503E-03
5.56931236E-01  5.96610481E-02  4.72573708E-03
5.57370292E-01  5.78321406E-02  4.37167851E-03
5.57809342E-01  5.65667399E-02  4.33134101E-03
5.58248386E-01  5.22721411E-02  4.15741961E-03
5.58687424E-01  5.21934208E-02  4.19064990E-03
5.59126456E-01  5.95081528E-02  4.42930610E-03
5.59565481E-01  5.49959787E-02  4.26748006E-03
5.60004500E-01  5.55574659E-02  4.28410544E-03
5.60443513E-01  5.69641547E-02  4.28391029E-03
5.60882520E-01  4.49065718E-02  3.82179459E-03
5.61321521E-01  5.72240868E-02  4.31578688E-03
5.61760516E-01  5.17244931E-02  4.04809680E-03
5.62199504E-01  4.24917207E-02  3.72074100E-03
5.62638486E-01  5.27426622E-02  4.21937192E-03
5.63077462E-01  4.92376797E-02  4.01557758E-03
5.63516432E-01  5.57702248E-02  4.33775296E-03
5.63955395E-01  5.44716501E-02  4.35623556E-03
5.64394353E-01  5.03931470E-02  3.99754895E-03
5.64833304E-01  5.42613363E-02  4.23899798E-03
5.65272249E-01  4.82491019E-02  3.95244976E-03
5.65711187E-01  4.34204043E-02  3.77014023E-03
5.66150120E-01  5.17342637E-02  4.18080109E-03
5.66589046E-01  5.24676270E-02  4.14413249E-03
5.67027966E-01  4.56264568E-02  3.86629595E-03
5.67466880E-01  5.05177319E-02  4.06223556E-03
5.67905787E-01  4.75160091E-02  4.03108383E-03
5.68344688E-01  4.61819461E-02  3.92551469E-03
5.68783583E-01  5.05212574E-02  4.20525172E-03
5.69222472E-01  4.54055790E-02  3.83439962E-03
5.69661354E-01  4.56437866E-02  3.93829074E-03
5.70100230E-01  5.32347094E-02  4.26698655E-03
5.70539100E-01  4.79797559E-02  3.91717508E-03
5.70977963E-01  4.66645884E-02  3.85283094E-03
5.71416821E-01  3.74159996E-02  3.48527032E-03
5.71855672E-01  4.42816150E-02  3.82734223E-03
5.72294516E-01  4.12423443E-02  3.64272825E-03
5.72733354E-01  4.28914298E-02  3.71074378E-03
5.73172186E-01  4.46247071E-02  3.82662824E-03
5.73611012E-01  4.40835859E-02  3.78209602E-03
5.74049832E-01  4.16236765E-02  3.66087517E-03
5.74488645E-01  4.63534902E-02  3.84161472E-03
5.74927451E-01  4.80029497E-02  3.93281350E-03
5.75366252E-01  4.48493122E-02  3.92542749E-03
5.75805046E-01  4.38456653E-02  3.81863232E-03
5.76243833E-01  4.74611863E-02  3.90325921E-03
5.76682615E-01  4.28193738E-02  3.73285801E-03
5.77121390E-01  4.52155429E-02  3.90217122E-03
5.77560158E-01  5.10592180E-02  4.23862307E-03
5.77998921E-01  4.41760889E-02  3.81676007E-03
5.78437676E-01  4.14605256E-02  3.70591948E-03
5.78876426E-01  4.20522992E-02  3.74024989E-03
5.79315169E-01  4.37958472E-02  3.75797172E-03
5.79753906E-01  3.71669553E-02  3.49255830E-03
5.80192636E-01  4.34053725E-02  3.78110993E-03
5.80631360E-01  4.45527415E-02  3.90397826E-03
5.81070078E-01  4.32074848E-02  3.96986960E-03
5.81508789E-01  4.71219342E-02  3.95693930E-03
5.81947494E-01  4.21003255E-02  3.65798668E-03
5.82386192E-01  4.06892099E-02  3.62446163E-03
5.82824884E-01  3.74829819E-02  3.58154659E-03
5.83263570E-01  3.44439394E-02  3.36637215E-03
5.83702249E-01  3.66673741E-02  3.50854608E-03
5.84140922E-01  3.89895202E-02  3.52019530E-03
5.84579588E-01  4.43432460E-02  3.78854777E-03
5.85018248E-01  3.74635684E-02  3.60384571E-03
5.85456901E-01  3.88433466E-02  3.69327057E-03
5.85895548E-01  4.01378520E-02  3.67768564E-03
5.86334189E-01  3.55672424E-02  3.40943562E-03
5.86772823E-01  3.82460742E-02  3.54382214E-03
5.87211450E-01  3.45268131E-02  3.34334713E-03
5.87650071E-01  3.75035406E-02  3.49185175E-03
5.88088686E-01  3.65773449E-02  3.42404992E-03
5.88527294E-01  4.27051432E-02  3.80655403E-03
5.88965896E-01  4.33307046E-02  3.75994895E-03
5.89404491E-01  3.20872874E-02  3.28535966E-03
5.89843080E-01  3.92615181E-02  3.52935948E-03
5.90281662E-01  3.66696047E-02  3.47605877E-03
5.90720238E-01  3.32731235E-02  3.28832075E-03
5.91158807E-01  3.42493493E-02  3.25457826E-03
5.91597370E-01  3.27945758E-02  3.22637571E-03
5.92035926E-01  3.52134549E-02  3.37612532E-03
5.92474476E-01  3.77011065E-02  3.46493302E-03
5.92913019E-01  3.72271465E-02  3.59862747E-03
5.93351555E-01  3.46957234E-02  3.29674695E-03
5.93790085E-01  3.78824939E-02  3.51077543E-03
5.94228609E-01  3.17540485E-02  3.22282187E-03
5.94667126E-01  3.16934819E-02  3.27645379E-03
5.95105636E-01  3.52295832E-02  3.52890470E-03
5.95544140E-01  3.47122579E-02  3.48886524E-03
5.95982638E-01  3.34442535E-02  3.28843048E-03
5.96421129E-01  3.59288382E-02  3.46839443E-03
5.96859613E-01  3.15672233E-02  3.25045677E-03
5.97298091E-01  3.10571228E-02  3.13753572E-03
5.97736562E-01  3.09794635E-02  3.16223447E-03
5.98175026E-01  3.01607724E-02  3.14569058E-03
5.98613484E-01  3.07097922E-02  3.16693172E-03
5.99051936E-01  4.10983807E-02  3.71225108E-03
5.99490380E-01  3.41470358E-02  3.35444830E-03
5.99928819E-01  3.20381335E-02  3.32401684E-03
6.00367250E-01  3.24677402E-02  3.31920022E-03
6.00805675E-01  3.19018717E-02  3.26668573E-03
6.01244093E-01  3.25303276E-02  3.23244501E-03
6.01682505E-01  3.55467258E-02  3.46553696E-03
6.02120910E-01  4.09942146E-02  3.61844930E-03
6.02559309E-01  2.75574240E-02  3.08138694E-03
6.02997701E-01  3.32908314E-02  3.19507253E-03
6.03436086E-01  3.68306598E-02  3.40181040E-03
6.03874465E-01  2.88991882E-02  3.03542822E-03
6.04312836E-01  2.31103245E-02  2.71108120E-03
6.04751202E-01  3.79223896E-02  3.46975556E-03
6.05189560E-01  3.05283899E-02  3.14851164E-03
6.05627912E-01  2.86909773E-02  3.11457690E-03
6.06066258E-01  2.45115595E-02  2.81275776E-03
6.06504597E-01  2.70512624E-02  3.04489753E-03
6.06942929E-01  2.96119119E-02  3.12436379E-03
6.07381254E-01  2.88146098E-02  3.09081685E-03
6.07819572E-01  3.05013416E-02  3.34911237E-03
6.08257884E-01  3.40798215E-02  3.43317538E-03
6.08696190E-01  3.02701963E-02  3.25200915E-03
6.09134488E-01  2.76152158E-02  2.97049873E-03
6.09572780E-01  3.32898742E-02  3.40087437E-03
6.10011065E-01  3.27896754E-02  3.22513728E-03
6.10449344E-01  3.11461140E-02  3.38783893E-03
6.10887616E-01  3.06786957E-02  3.18122668E-03
6.11325881E-01  2.95769909E-02  3.17853160E-03
6.11764139E-01  3.16398837E-02  3.34256035E-03
6.12202391E-01  3.25080258E-02  3.27536320E-03
6.12640635E-01  2.68777376E-02  3.11024337E-03
6.13078874E-01  3.14959244E-02  3.32756420E-03
6.13517105E-01  3.37729402E-02  3.51581714E-03
6.13955330E-01  3.21950556E-02  3.35175410E-03
6.14393547E-01  3.08659150E-02  3.16557892E-03
6.14831759E-01  2.70409434E-02  3.08758913E-03
6.15269963E-01  2.92531021E-02  3.10095804E-03
6.15708161E-01  2.45149885E-02  2.95027575E-03
6.16146351E-01  2.62578220E-02  2.94829025E-03
6.16584535E-01  2.96206498E-02  3.09019076E-03
6.17022713E-01  2.42312551E-02  2.91649247E-03
6.17460883E-01  2.64712410E-02  2.93439634E-03
6.17899047E-01  2.84451552E-02  2.97281898E-03
6.18337204E-01  3.33146498E-02  3.63911316E-03
6.18775354E-01  2.85129763E-02  3.09015462E-03
6.19213497E-01  2.59061883E-02  3.07216574E-03
6.19651634E-01  2.59626275E-02  2.91555626E-03
6.20089764E-01  2.76186634E-02  3.35058273E-03
6.20527887E-01  2.17296402E-02  2.81957913E-03
6.20966003E-01  3.25652517E-02  3.30607423E-03
6.21404112E-01  2.70659177E-02  3.09041848E-03
6.21842214E-01  2.87985956E-02  3.30373461E-03
6.22280310E-01  2.73697688E-02  3.48601678E-03
6.22718399E-01  2.39858007E-02  2.87496625E-03
6.23156481E-01  2.56662926E-02  2.88268623E-03
6.23594556E-01  2.70025129E-02  3.05186418E-03
6.24032624E-01  2.41211368E-02  2.83674670E-03
6.24470685E-01  2.54984933E-02  3.07737631E-03
6.24908740E-01  2.15026123E-02  2.74410081E-03
6.25346787E-01  2.76150594E-02  2.99931431E-03
6.25784828E-01  2.53600480E-02  2.85195029E-03
6.26222862E-01  2.52224384E-02  3.01317130E-03
6.26660889E-01  2.39976782E-02  2.97596194E-03
6.27098909E-01  2.10445883E-02  2.67283737E-03
6.27536922E-01  2.32681818E-02  2.86501559E-03
6.27974929E-01  1.69858226E-02  2.51048686E-03
6.28412928E-01  2.14297075E-02  2.71278112E-03
6.28850921E-01  2.29593867E-02  2.88270627E-03
6.29288906E-01  1.60456916E-02  2.25020233E-03
6.29726885E-01  2.08011426E-02  2.62755265E-03
6.30164857E-01  2.25266315E-02  2.67918166E-03
6.30602821E-01  2.33535014E-02  2.71822639E-03
6.31040779E-01  2.40925358E-02  2.96505937E-03
6.31478730E-01  1.56059632E-02  2.21117234E-03
6.31916675E-01  1.79539541E-02  2.45648492E-03
6.32354612E-01  2.02885264E-02  2.62070182E-03
6.32792542E-01  1.94669235E-02  2.50636206E-03
6.33230465E-01  2.24753124E-02  2.94319046E-03
6.33668381E-01  2.43212700E-02  3.04143280E-03
6.34106291E-01  2.16906984E-02  2.63850952E-03
6.34544193E-01  1.83516162E-02  2.50199801E-03
6.34982088E-01  1.90671153E-02  2.66040755E-03
6.35419977E-01  1.63640800E-02  2.22959499E-03
6.35857858E-01  1.98284329E-02  2.75783351E-03
6.36295733E-01  1.87835318E-02  2.42210846E-03
6.36733600E-01  1.98591043E-02  2.47699208E-03
6.37171461E-01  1.83043379E-02  2.38110041E-03
6.37609314E-01  1.19736051E-02  1.95480436E-03
6.38047161E-01  1.51495972E-02  2.21109762E-03
6.38485000E-01  1.64565838E-02  2.36758711E-03
6.38922833E-01  1.59734824E-02  2.21814023E-03
6.39360658E-01  1.90021222E-02  2.46792617E-03
6.39798477E-01  1.89910675E-02  2.46650373E-03
6.40236288E-01  1.82960831E-02  2.45693461E-03
6.40674092E-01  1.70741937E-02  2.36577779E-03
6.41111890E-01  1.63056415E-02  2.28238187E-03
6.41549680E-01  1.75608244E-02  2.47825285E-03
6.41987463E-01  1.40789197E-02  2.06138823E-03
6.42425239E-01  1.73363022E-02  2.35643693E-03
6.42863009E-01  1.55911176E-02  2.20909385E-03
6.43300771E-01  1.60149251E-02  2.22385442E-03
6.43738526E-01  1.32376414E-02  2.00552599E-03
6.44176274E-01  1.83051152E-02  2.53273904E-03
6.44614015E-01  1.92998428E-02  2.42721573E-03
6.45051749E-01  1.49858239E-02  2.45195878E-03
6.45489475E-01  1.44283969E-02  2.15334273E-03
6.45927195E-01  1.46497551E-02  2.46644813E-03
6.46364908E-01  1.93416968E-02  2.50640344E-03
6.46802613E-01  1.75287917E-02  2.36040641E-03
6.47240311E-01  1.66720794E-02  2.22954322E-03
6.47678003E-01  1.36778120E-02  2.07031404E-03
6.48115687E-01  1.18650082E-02  2.03049077E-03
6.48553364E-01  1.24105730E-02  1.92633358E-03
6.48991034E-01  1.57218471E-02  2.32618628E-03
6.49428697E-01  1.78865330E-02  2.34752625E-03
6.49866353E-01  1.66941703E-02  2.39185928E-03
6.50304001E-01  1.47020509E-02  2.08504509E-03
6.50741643E-01  1.39131363E-02  2.03728946E-03
6.51179277E-01  1.60881593E-02  2.39325765E-03
6.51616904E-01  1.36437547E-02  2.15237985E-03
6.52054524E-01  1.10959635E-02  1.95725737E-03
6.52492137E-01  1.58805069E-02  2.16424644E-03
6.52929743E-01  1.72420694E-02  2.60271918E-03
6.53367341E-01  1.35599931E-02  2.09637050E-03
6.53804933E-01  1.11462667E-02  1.87149646E-03
6.54242517E-01  1.39321506E-02  2.04005683E-03
6.54680094E-01  1.50453448E-02  2.27697099E-03
6.55117664E-01  1.29316234E-02  2.00509488E-03
6.55555226E-01  1.49223138E-02  2.21868264E-03
6.55992782E-01  7.46570435E-03  1.48764773E-03
6.56430330E-01  1.23565541E-02  2.05516932E-03
6.56867871E-01  1.42114876E-02  2.10236569E-03
6.57305405E-01  1.38928918E-02  2.12213188E-03
6.57742932E-01  1.49327203E-02  2.09623845E-03
6.58180451E-01  1.22703328E-02  1.90470453E-03
6.58617963E-01  9.94956205E-03  1.77546074E-03
6.59055468E-01  1.16482910E-02  1.85450354E-03
6.59492966E-01  7.78628502E-03  1.52115770E-03
6.59930457E-01  9.86247547E-03  1.99768986E-03
6.60367940E-01  9.88011838E-03  1.71153101E-03
6.60805416E-01  1.37928979E-02  2.01981118E-03
6.61242885E-01  1.18370072E-02  1.86066925E-03
6.61680346E-01  1.29435525E-02  2.13809481E-03
6.62117801E-01  1.22583358E-02  1.99459919E-03
6.62555248E-01  8.47640955E-03  1.59520033E-03
6.62992688E-01  9.76639557E-03  1.74292655E-03
6.63430120E-01  1.21131235E-02  2.01489782E-03
6.63867545E-01  1.07391099E-02  1.82967604E-03
6.64304963E-01  9.28317294E-03  1.71285901E-03
6.64742374E-01  1.16928624E-02  1.90923851E-03
6.65179778E-01  1.28018379E-02  2.02925911E-03
6.65617174E-01  8.03148867E-03  1.59598509E-03
6.66054562E-01  1.04450257E-02  1.75644222E-03
6.66491944E-01  1.00232958E-02  1.76056597E-03
6.66929318E-01  1.04301885E-02  1.80388247E-03
6.67366685E-01  7.42636585E-03  1.47984095E-03
6.67804045E-01  8.89624865E-03  1.61710673E-03
6.68241397E-01  6.89498699E-03  1.49422903E-03
6.68678742E-01  8.23630120E-03  1.60504615E-03
6.69116080E-01  1.00742796E-02  1.76947998E-03
6.69553410E-01  1.09730209E-02  1.79419737E-03
6.69990733E-01  1.01041630E-02  1.77470432E-03
6.70428048E-01  8.63611047E-03  1.59686373E-03
6.70865357E-01  7.96607323E-03  1.63710039E-03
6.71302658E-01  5.60100770E-03  1.28141714E-03
6.71739951E-01  1.12972013E-02  1.82244421E-03
6.72177237E-01  8.33418240E-03  1.56854797E-03
6.72614516E-01  9.69221064E-03  1.82676930E-03
6.73051788E-01  9.43412383E-03  1.65998305E-03
6.73489052E-01  9.23315565E-03  1.70367335E-03
6.73926308E-01  1.17557145E-02  1.84797251E-03
6.74363558E-01  8.21258011E-03  1.60044284E-03
6.74800800E-01  8.56285132E-03  1.58337673E-03
6.75238034E-01  7.70852959E-03  1.50602975E-03
6.75675261E-01  8.06393297E-03  1.54574308E-03
6.76112481E-01  8.82032816E-03  1.70779512E-03
6.76549693E-01  9.43309254E-03  1.71135741E-03
6.76986898E-01  6.67195298E-03  1.38663021E-03
6.77424096E-01  6.40985570E-03  1.39433306E-03
6.77861286E-01  1.17667394E-02  2.26157128E-03
6.78298469E-01  8.87517737E-03  1.70056457E-03
6.78735644E-01  1.00201189E-02  1.82038680E-03
6.79172812E-01  8.83213031E-03  1.72459100E-03
6.79609972E-01  1.18831433E-02  2.02601001E-03
6.80047125E-01  1.31370982E-02  2.11732024E-03
6.80484270E-01  9.34753295E-03  1.82476452E-03
6.80921408E-01  1.08279328E-02  2.09467102E-03
6.81358539E-01  1.20132375E-02  2.07885860E-03
6.81795662E-01  9.58517664E-03  2.07746604E-03
6.82232778E-01  1.55800289E-02  2.44258281E-03
6.82669886E-01  1.06668099E-02  2.07636120E-03
6.83106987E-01  8.07280018E-03  1.75463021E-03
